shipment_id,order_id,courier_name,shipped_date,delivered_date,status
95306,136182,BlueDart,2024-01-09,2024-01-13,Delivered
95307,136183,Delhivery,2024-07-08,2024-07-10,Delivered
95308,136184,BlueDart,2025-07-03,,Shipped
95309,136186,EcomExpress,2025-03-06,2025-03-08,Returned
95310,136187,FedEx,2026-02-04,2026-02-09,Delivered
95311,136190,FedEx,2024-09-21,2024-09-27,Delivered
95312,136191,Delhivery,2024-03-06,2024-03-09,Delivered
95313,136192,FedEx,2024-02-11,2024-02-17,Delivered
95314,136193,FedEx,2025-09-13,2025-09-16,Delivered
95315,136194,Delhivery,2026-02-14,,Shipped
95316,136195,BlueDart,2024-05-10,2024-05-12,Delivered
95317,136196,EcomExpress,2024-01-23,,Shipped
95318,136197,BlueDart,2024-03-16,2024-03-20,Delivered
95319,136198,BlueDart,2024-07-18,2024-07-20,Delivered
95320,136200,BlueDart,2026-02-06,2026-02-10,Delivered
95321,136204,BlueDart,2024-03-09,2024-03-14,Delivered
95322,136205,EcomExpress,2024-03-30,2024-04-01,Delivered
95323,136206,EcomExpress,2025-07-30,2025-08-02,Delivered
95324,136207,BlueDart,2024-10-21,2024-10-24,Delivered
95325,136208,EcomExpress,2024-01-27,2024-02-02,Returned
95326,136209,BlueDart,2024-09-13,,Shipped
95327,136212,FedEx,2026-01-05,2026-01-10,Delivered
95328,136214,Delhivery,2025-01-17,2025-01-22,Delivered
95329,136216,BlueDart,2025-08-06,2025-08-08,Returned
95330,136217,FedEx,2024-05-07,2024-05-10,Delivered
95331,136218,BlueDart,2024-01-05,2024-01-10,Delivered
95332,136220,BlueDart,2026-01-06,2026-01-08,Delivered
95333,136222,Delhivery,2025-07-03,2025-07-08,Delivered
95334,136223,BlueDart,2025-07-12,2025-07-16,Delivered
95335,136224,BlueDart,2024-02-14,2024-02-20,Returned
95336,136225,BlueDart,2025-07-05,2025-07-11,Delivered
95337,136226,EcomExpress,2024-03-14,2024-03-17,Delivered
95338,136227,BlueDart,2024-10-14,2024-10-19,Delivered
95339,136228,EcomExpress,2024-10-04,2024-10-08,Delivered
95340,136230,EcomExpress,2024-09-23,,Shipped
95341,136231,EcomExpress,2024-06-11,2024-06-15,Delivered
95342,136232,EcomExpress,2024-09-20,2024-09-24,Delivered
95343,136235,BlueDart,2025-05-28,2025-05-31,Delivered
95344,136236,Delhivery,2024-10-19,2024-10-25,Delivered
95345,136237,Delhivery,2025-07-24,2025-07-26,Delivered
95346,136238,EcomExpress,2025-07-07,,Shipped
95347,136239,BlueDart,2024-10-07,2024-10-11,Delivered
95348,136242,Delhivery,2024-11-29,2024-12-04,Delivered
95349,136244,FedEx,2024-06-29,2024-07-01,Delivered
95350,136245,FedEx,2024-08-19,2024-08-24,Delivered
95351,136246,Delhivery,2025-05-04,2025-05-06,Delivered
95352,136247,BlueDart,2024-06-07,,Shipped
95353,136251,Delhivery,2025-04-15,,Shipped
95354,136252,Delhivery,2025-06-14,2025-06-20,Returned
95355,136254,BlueDart,2026-02-24,2026-02-27,Delivered
95356,136255,FedEx,2025-08-22,2025-08-28,Delivered
95357,136256,EcomExpress,2025-04-17,2025-04-20,Delivered
95358,136257,FedEx,2025-11-09,2025-11-11,Delivered
95359,136259,FedEx,2025-11-14,2025-11-16,Delivered
95360,136260,EcomExpress,2025-11-30,2025-12-06,Delivered
95361,136261,Delhivery,2025-01-24,,Shipped
95362,136262,FedEx,2025-05-14,2025-05-18,Delivered
95363,136263,BlueDart,2024-07-10,2024-07-16,Delivered
95364,136264,BlueDart,2024-01-29,,Shipped
95365,136266,EcomExpress,2024-09-03,2024-09-05,Returned
95366,136267,EcomExpress,2025-11-16,,Shipped
95367,136270,Delhivery,2024-12-11,2024-12-17,Delivered
95368,136272,BlueDart,2024-03-08,2024-03-14,Delivered
95369,136273,Delhivery,2025-01-20,2025-01-25,Delivered
95370,136274,FedEx,2025-09-07,2025-09-12,Returned
95371,136275,Delhivery,2024-06-15,,Shipped
95372,136276,Delhivery,2024-05-11,2024-05-17,Delivered
95373,136277,BlueDart,2025-07-30,2025-08-04,Delivered
95374,136278,FedEx,2025-04-21,2025-04-24,Delivered
95375,136280,FedEx,2024-10-31,,Shipped
95376,136281,EcomExpress,2024-03-15,2024-03-18,Delivered
95377,136282,EcomExpress,2025-08-06,2025-08-12,Delivered
95378,136284,FedEx,2025-04-06,,Shipped
95379,136287,Delhivery,2024-06-29,,Shipped
95380,136289,BlueDart,2025-12-24,2025-12-29,Delivered
95381,136290,FedEx,2024-08-16,2024-08-18,Delivered
95382,136291,EcomExpress,2024-03-06,2024-03-09,Returned
95383,136292,FedEx,2026-01-01,2026-01-04,Delivered
95384,136293,FedEx,2025-04-15,2025-04-21,Delivered
95385,136294,EcomExpress,2025-10-12,2025-10-17,Delivered
95386,136295,EcomExpress,2024-10-02,2024-10-08,Delivered
95387,136296,EcomExpress,2024-11-09,2024-11-15,Delivered
95388,136299,Delhivery,2024-07-18,2024-07-23,Delivered
95389,136300,FedEx,2024-07-30,2024-08-05,Delivered
95390,136301,Delhivery,2024-10-09,2024-10-14,Delivered
95391,136302,FedEx,2026-01-26,2026-01-30,Delivered
95392,136304,EcomExpress,2024-02-24,2024-02-29,Delivered
95393,136305,FedEx,2024-07-04,2024-07-06,Delivered
95394,136307,Delhivery,2025-08-03,2025-08-08,Delivered
95395,136309,FedEx,2025-01-11,2025-01-15,Delivered
95396,136310,BlueDart,2024-04-20,2024-04-22,Delivered
95397,136311,EcomExpress,2025-06-27,2025-06-29,Delivered
95398,136315,FedEx,2024-01-13,,Shipped
95399,136316,Delhivery,2025-06-23,2025-06-29,Delivered
95400,136317,BlueDart,2025-08-16,2025-08-20,Delivered
95401,136318,Delhivery,2024-12-25,2024-12-29,Delivered
95402,136320,BlueDart,2025-07-18,,Shipped
95403,136322,FedEx,2026-01-22,2026-01-26,Delivered
95404,136323,BlueDart,2025-10-14,2025-10-20,Delivered
95405,136326,EcomExpress,2024-06-10,2024-06-12,Returned
95406,136327,FedEx,2024-03-24,2024-03-29,Delivered
95407,136328,Delhivery,2024-06-05,2024-06-09,Delivered
95408,136331,Delhivery,2024-05-05,2024-05-11,Delivered
95409,136333,BlueDart,2025-08-02,2025-08-08,Delivered
95410,136335,FedEx,2024-10-26,2024-10-29,Delivered
95411,136338,EcomExpress,2024-02-21,2024-02-25,Delivered
95412,136339,FedEx,2024-06-13,,Shipped
95413,136340,Delhivery,2024-11-13,2024-11-16,Delivered
95414,136343,EcomExpress,2025-10-10,2025-10-12,Delivered
95415,136345,EcomExpress,2024-07-12,2024-07-18,Delivered
95416,136346,Delhivery,2025-06-09,2025-06-13,Delivered
95417,136349,EcomExpress,2025-11-02,2025-11-04,Delivered
95418,136351,FedEx,2024-12-08,2024-12-10,Delivered
95419,136352,BlueDart,2024-12-31,2025-01-04,Returned
95420,136353,EcomExpress,2025-07-04,2025-07-07,Delivered
95421,136355,BlueDart,2025-01-19,2025-01-22,Delivered
95422,136356,BlueDart,2024-05-23,2024-05-29,Delivered
95423,136358,Delhivery,2025-12-10,2025-12-13,Delivered
95424,136359,EcomExpress,2025-10-26,2025-10-29,Delivered
95425,136360,Delhivery,2025-11-14,2025-11-16,Delivered
95426,136361,EcomExpress,2026-02-11,,Shipped
95427,136362,BlueDart,2024-03-26,2024-03-28,Delivered
95428,136363,Delhivery,2024-03-02,2024-03-05,Delivered
95429,136364,FedEx,2025-08-07,2025-08-09,Delivered
95430,136371,FedEx,2025-07-24,2025-07-28,Delivered
95431,136372,Delhivery,2026-02-10,2026-02-15,Delivered
95432,136373,BlueDart,2024-04-05,2024-04-11,Delivered
95433,136374,Delhivery,2025-04-08,2025-04-13,Delivered
95434,136375,EcomExpress,2025-01-16,2025-01-22,Delivered
95435,136376,EcomExpress,2024-08-21,2024-08-25,Delivered
95436,136378,FedEx,2024-04-08,2024-04-10,Delivered
95437,136379,Delhivery,2025-07-31,,Shipped
95438,136381,EcomExpress,2025-03-03,2025-03-07,Delivered
95439,136383,FedEx,2025-02-21,2025-02-23,Delivered
95440,136384,FedEx,2025-04-04,2025-04-10,Delivered
95441,136386,FedEx,2026-02-02,2026-02-07,Delivered
95442,136387,BlueDart,2025-07-14,,Shipped
95443,136388,BlueDart,2024-07-31,2024-08-04,Returned
95444,136389,BlueDart,2025-08-18,2025-08-21,Delivered
95445,136390,EcomExpress,2024-09-15,2024-09-17,Delivered
95446,136391,EcomExpress,2024-03-15,2024-03-20,Delivered
95447,136394,EcomExpress,2025-07-15,2025-07-18,Delivered
95448,136395,EcomExpress,2025-01-09,2025-01-11,Delivered
95449,136397,EcomExpress,2024-02-13,2024-02-15,Delivered
95450,136399,BlueDart,2024-07-17,2024-07-23,Delivered
95451,136401,BlueDart,2025-12-03,2025-12-06,Delivered
95452,136404,Delhivery,2025-12-28,2025-12-30,Delivered
95453,136405,EcomExpress,2024-06-30,2024-07-02,Delivered
95454,136407,BlueDart,2024-08-16,2024-08-19,Returned
95455,136408,FedEx,2025-03-05,2025-03-11,Delivered
95456,136409,FedEx,2024-11-03,2024-11-09,Delivered
95457,136412,BlueDart,2024-03-02,2024-03-07,Delivered
95458,136413,BlueDart,2024-10-14,2024-10-16,Delivered
95459,136414,EcomExpress,2024-12-10,2024-12-12,Delivered
95460,136415,BlueDart,2024-04-04,2024-04-08,Delivered
95461,136416,BlueDart,2025-10-03,2025-10-05,Delivered
95462,136417,FedEx,2025-09-08,2025-09-13,Delivered
95463,136418,BlueDart,2025-02-22,2025-02-28,Delivered
95464,136419,EcomExpress,2025-11-01,2025-11-04,Delivered
95465,136420,EcomExpress,2024-03-25,2024-03-30,Delivered
95466,136421,BlueDart,2024-01-22,2024-01-25,Delivered
95467,136422,EcomExpress,2024-08-05,,Shipped
95468,136423,Delhivery,2025-07-31,2025-08-04,Delivered
95469,136424,FedEx,2024-11-19,2024-11-25,Delivered
95470,136426,FedEx,2024-11-05,2024-11-10,Returned
95471,136427,Delhivery,2025-11-16,2025-11-19,Delivered
95472,136428,EcomExpress,2025-10-23,2025-10-26,Delivered
95473,136429,EcomExpress,2025-11-05,2025-11-08,Delivered
95474,136431,FedEx,2026-01-21,2026-01-27,Delivered
95475,136432,BlueDart,2025-02-14,2025-02-16,Delivered
95476,136434,Delhivery,2024-05-30,2024-06-03,Delivered
95477,136438,Delhivery,2025-06-17,2025-06-19,Delivered
95478,136439,EcomExpress,2025-05-24,2025-05-30,Returned
95479,136443,EcomExpress,2025-02-19,2025-02-24,Delivered
95480,136444,FedEx,2024-06-07,2024-06-13,Returned
95481,136445,EcomExpress,2024-10-04,2024-10-06,Delivered
95482,136446,FedEx,2024-07-31,2024-08-05,Delivered
95483,136448,FedEx,2024-01-12,,Shipped
95484,136449,FedEx,2025-02-28,2025-03-04,Delivered
95485,136450,EcomExpress,2024-08-02,,Shipped
95486,136453,Delhivery,2024-05-05,2024-05-10,Delivered
95487,136454,EcomExpress,2025-01-16,2025-01-19,Delivered
95488,136455,Delhivery,2024-04-24,2024-04-30,Delivered
95489,136456,Delhivery,2024-08-17,2024-08-20,Delivered
95490,136458,Delhivery,2025-12-03,2025-12-09,Delivered
95491,136459,BlueDart,2024-06-03,2024-06-05,Delivered
95492,136460,FedEx,2025-02-06,2025-02-11,Delivered
95493,136461,EcomExpress,2025-11-09,2025-11-14,Delivered
95494,136463,BlueDart,2025-10-08,2025-10-10,Delivered
95495,136464,Delhivery,2025-11-04,2025-11-06,Returned
95496,136465,EcomExpress,2025-03-23,,Shipped
95497,136466,FedEx,2025-09-17,2025-09-23,Delivered
95498,136468,Delhivery,2025-12-13,2025-12-15,Delivered
95499,136469,Delhivery,2024-05-06,2024-05-10,Delivered
95500,136470,EcomExpress,2024-03-07,2024-03-11,Delivered
95501,136471,FedEx,2024-06-24,2024-06-27,Delivered
95502,136472,EcomExpress,2024-12-26,2025-01-01,Delivered
95503,136473,EcomExpress,2025-07-24,2025-07-28,Delivered
95504,136476,BlueDart,2025-11-29,,Shipped
95505,136477,FedEx,2024-06-11,2024-06-15,Delivered
95506,136478,EcomExpress,2025-04-07,2025-04-10,Delivered
95507,136479,FedEx,2024-09-06,2024-09-12,Delivered
95508,136480,FedEx,2025-08-24,,Shipped
95509,136481,BlueDart,2025-02-14,2025-02-20,Delivered
95510,136482,EcomExpress,2024-06-26,2024-06-28,Delivered
95511,136484,Delhivery,2026-02-14,2026-02-17,Delivered
95512,136485,Delhivery,2025-02-11,2025-02-14,Delivered
95513,136486,BlueDart,2025-06-01,2025-06-06,Delivered
95514,136488,FedEx,2024-01-26,2024-01-28,Delivered
95515,136489,Delhivery,2024-10-12,2024-10-14,Delivered
95516,136491,Delhivery,2024-06-26,2024-07-02,Returned
95517,136493,EcomExpress,2025-11-21,2025-11-24,Delivered
95518,136494,Delhivery,2025-06-11,2025-06-13,Delivered
95519,136496,Delhivery,2024-01-21,2024-01-25,Delivered
95520,136498,FedEx,2024-03-27,2024-04-02,Delivered
95521,136500,FedEx,2025-10-22,,Shipped
95522,136501,Delhivery,2025-06-12,2025-06-14,Delivered
95523,136502,FedEx,2024-09-30,2024-10-02,Delivered
95524,136504,BlueDart,2025-01-19,2025-01-21,Delivered
95525,136505,FedEx,2024-05-04,,Shipped
95526,136506,BlueDart,2024-01-25,2024-01-29,Delivered
95527,136507,EcomExpress,2024-08-03,2024-08-08,Returned
95528,136508,BlueDart,2024-02-09,2024-02-12,Delivered
95529,136509,BlueDart,2024-06-02,,Shipped
95530,136510,Delhivery,2024-12-16,2024-12-22,Delivered
95531,136512,Delhivery,2025-08-05,,Shipped
95532,136513,FedEx,2024-09-01,2024-09-04,Delivered
95533,136515,EcomExpress,2025-10-11,2025-10-13,Delivered
95534,136516,BlueDart,2024-08-17,2024-08-22,Delivered
95535,136517,EcomExpress,2025-12-31,2026-01-06,Delivered
95536,136518,Delhivery,2024-02-27,2024-03-02,Delivered
95537,136521,EcomExpress,2024-03-06,,Shipped
95538,136522,Delhivery,2026-02-17,2026-02-19,Returned
95539,136524,Delhivery,2025-01-13,2025-01-15,Delivered
95540,136525,Delhivery,2026-02-21,2026-02-27,Delivered
95541,136531,Delhivery,2024-01-21,2024-01-23,Delivered
95542,136532,BlueDart,2024-04-10,2024-04-13,Delivered
95543,136533,EcomExpress,2024-01-11,2024-01-16,Returned
95544,136534,BlueDart,2026-02-01,2026-02-05,Delivered
95545,136535,Delhivery,2024-05-31,,Shipped
95546,136536,BlueDart,2024-05-12,2024-05-14,Delivered
95547,136537,FedEx,2025-03-08,2025-03-10,Delivered
95548,136539,EcomExpress,2024-05-11,2024-05-17,Delivered
95549,136542,Delhivery,2025-01-02,2025-01-06,Delivered
95550,136545,BlueDart,2024-08-09,2024-08-12,Delivered
95551,136547,FedEx,2024-12-20,2024-12-26,Delivered
95552,136548,Delhivery,2025-06-11,2025-06-13,Delivered
95553,136549,EcomExpress,2025-02-24,2025-02-27,Delivered
95554,136551,BlueDart,2024-04-26,2024-04-30,Delivered
95555,136552,EcomExpress,2024-11-08,2024-11-13,Delivered
95556,136553,FedEx,2025-12-27,2026-01-01,Delivered
95557,136554,Delhivery,2025-05-20,2025-05-22,Delivered
95558,136555,BlueDart,2025-06-07,2025-06-13,Delivered
95559,136556,FedEx,2024-11-03,2024-11-08,Delivered
95560,136557,Delhivery,2025-05-16,2025-05-19,Delivered
95561,136558,EcomExpress,2025-06-28,2025-06-30,Delivered
95562,136559,BlueDart,2024-03-14,2024-03-20,Delivered
95563,136560,BlueDart,2024-08-09,2024-08-11,Returned
95564,136561,FedEx,2024-05-06,2024-05-12,Delivered
95565,136563,FedEx,2024-06-30,2024-07-05,Delivered
95566,136564,EcomExpress,2024-05-27,2024-05-30,Delivered
95567,136565,Delhivery,2024-12-24,2024-12-26,Returned
95568,136566,Delhivery,2026-01-11,,Shipped
95569,136567,Delhivery,2025-11-01,2025-11-03,Delivered
95570,136569,Delhivery,2024-12-05,2024-12-07,Delivered
95571,136570,FedEx,2024-07-11,2024-07-14,Delivered
95572,136572,EcomExpress,2024-07-24,,Shipped
95573,136574,Delhivery,2025-01-19,2025-01-21,Delivered
95574,136575,BlueDart,2026-01-13,2026-01-18,Delivered
95575,136576,BlueDart,2026-01-01,2026-01-06,Delivered
95576,136577,FedEx,2025-07-02,2025-07-06,Delivered
95577,136578,Delhivery,2026-01-18,2026-01-24,Delivered
95578,136580,EcomExpress,2025-03-23,,Shipped
95579,136581,Delhivery,2026-01-18,2026-01-20,Returned
95580,136582,EcomExpress,2025-06-05,2025-06-11,Delivered
95581,136584,EcomExpress,2024-08-20,2024-08-24,Delivered
95582,136585,EcomExpress,2024-12-18,2024-12-24,Returned
95583,136587,EcomExpress,2024-12-10,2024-12-12,Returned
95584,136588,BlueDart,2024-07-31,,Shipped
95585,136589,FedEx,2024-06-14,,Shipped
95586,136590,EcomExpress,2024-08-10,2024-08-12,Delivered
95587,136591,Delhivery,2026-01-30,2026-02-04,Delivered
95588,136592,BlueDart,2024-10-13,2024-10-17,Delivered
95589,136593,Delhivery,2024-10-28,2024-11-03,Delivered
95590,136594,EcomExpress,2024-10-16,2024-10-21,Delivered
95591,136595,Delhivery,2024-01-25,2024-01-28,Delivered
95592,136596,BlueDart,2024-06-20,2024-06-26,Delivered
95593,136598,EcomExpress,2025-03-25,2025-03-29,Delivered
95594,136600,Delhivery,2025-07-07,2025-07-09,Delivered
95595,136601,EcomExpress,2024-12-03,,Shipped
95596,136603,Delhivery,2024-11-16,2024-11-18,Delivered
95597,136605,EcomExpress,2024-07-14,2024-07-16,Delivered
95598,136607,Delhivery,2024-06-06,2024-06-08,Delivered
95599,136608,Delhivery,2024-04-06,2024-04-12,Delivered
95600,136611,EcomExpress,2025-12-25,2025-12-29,Returned
95601,136612,FedEx,2024-06-11,,Shipped
95602,136613,FedEx,2026-02-15,2026-02-18,Delivered
95603,136616,Delhivery,2024-11-21,2024-11-26,Delivered
95604,136617,BlueDart,2025-04-25,2025-04-27,Delivered
95605,136619,FedEx,2024-10-04,2024-10-07,Delivered
95606,136620,FedEx,2025-07-18,2025-07-22,Delivered
95607,136624,FedEx,2024-01-28,2024-02-02,Delivered
95608,136625,Delhivery,2025-10-28,2025-10-30,Delivered
95609,136626,FedEx,2025-09-23,,Shipped
95610,136627,FedEx,2024-01-10,2024-01-16,Delivered
95611,136628,EcomExpress,2025-09-23,2025-09-29,Delivered
95612,136629,Delhivery,2026-01-15,2026-01-18,Delivered
95613,136630,FedEx,2025-04-28,2025-05-02,Delivered
95614,136631,EcomExpress,2024-11-20,2024-11-25,Delivered
95615,136633,FedEx,2025-12-12,2025-12-18,Delivered
95616,136634,FedEx,2025-12-18,2025-12-24,Delivered
95617,136635,BlueDart,2024-12-22,,Shipped
95618,136636,Delhivery,2025-07-29,2025-07-31,Returned
95619,136637,EcomExpress,2024-04-09,2024-04-14,Delivered
95620,136640,BlueDart,2025-05-10,2025-05-15,Delivered
95621,136641,BlueDart,2024-01-17,2024-01-23,Delivered
95622,136643,EcomExpress,2025-01-19,2025-01-23,Delivered
95623,136645,BlueDart,2025-06-06,2025-06-11,Delivered
95624,136646,EcomExpress,2024-03-13,2024-03-19,Delivered
95625,136647,EcomExpress,2024-05-30,2024-06-03,Delivered
95626,136648,Delhivery,2024-03-14,2024-03-16,Delivered
95627,136649,BlueDart,2025-12-14,2025-12-19,Delivered
95628,136650,FedEx,2024-09-04,2024-09-09,Delivered
95629,136651,EcomExpress,2024-07-09,2024-07-15,Delivered
95630,136653,Delhivery,2024-02-07,2024-02-12,Delivered
95631,136655,Delhivery,2024-01-14,2024-01-17,Delivered
95632,136657,FedEx,2024-11-20,2024-11-23,Delivered
95633,136658,FedEx,2024-10-17,2024-10-19,Delivered
95634,136660,Delhivery,2024-08-12,2024-08-17,Delivered
95635,136661,FedEx,2024-05-21,2024-05-24,Returned
95636,136663,FedEx,2025-01-15,2025-01-20,Delivered
95637,136666,BlueDart,2024-06-16,,Shipped
95638,136667,Delhivery,2025-05-30,,Shipped
95639,136668,FedEx,2024-11-02,2024-11-05,Delivered
95640,136669,EcomExpress,2025-12-19,2025-12-22,Delivered
95641,136671,FedEx,2025-08-28,2025-08-30,Delivered
95642,136672,BlueDart,2024-01-17,2024-01-23,Returned
95643,136673,FedEx,2024-10-14,2024-10-19,Delivered
95644,136674,EcomExpress,2025-03-13,2025-03-19,Delivered
95645,136676,Delhivery,2024-12-29,2025-01-02,Returned
95646,136677,EcomExpress,2024-05-25,2024-05-28,Delivered
95647,136678,EcomExpress,2024-12-02,2024-12-04,Delivered
95648,136679,Delhivery,2025-06-18,,Shipped
95649,136681,EcomExpress,2024-01-11,2024-01-13,Delivered
95650,136683,FedEx,2025-11-03,2025-11-09,Delivered
95651,136684,EcomExpress,2025-08-26,2025-08-30,Delivered
95652,136685,FedEx,2024-03-22,2024-03-27,Delivered
95653,136686,BlueDart,2024-10-28,2024-11-01,Delivered
95654,136687,FedEx,2025-09-30,,Shipped
95655,136688,BlueDart,2025-09-28,2025-10-01,Delivered
95656,136689,FedEx,2025-09-30,2025-10-06,Delivered
95657,136691,Delhivery,2026-01-31,2026-02-03,Delivered
95658,136696,BlueDart,2024-02-20,,Shipped
95659,136697,Delhivery,2024-07-19,2024-07-25,Delivered
95660,136699,FedEx,2026-02-06,2026-02-12,Delivered
95661,136701,EcomExpress,2025-04-01,2025-04-04,Returned
95662,136703,FedEx,2024-07-27,2024-07-31,Delivered
95663,136705,Delhivery,2025-06-25,2025-07-01,Delivered
95664,136706,EcomExpress,2024-01-11,,Shipped
95665,136710,EcomExpress,2025-01-08,2025-01-10,Delivered
95666,136711,Delhivery,2025-12-24,2025-12-29,Returned
95667,136714,Delhivery,2024-06-22,2024-06-25,Delivered
95668,136715,FedEx,2024-08-27,2024-09-02,Delivered
95669,136716,Delhivery,2024-10-05,2024-10-07,Returned
95670,136721,BlueDart,2025-01-17,2025-01-22,Delivered
95671,136722,EcomExpress,2024-08-23,2024-08-29,Delivered
95672,136723,EcomExpress,2024-04-30,,Shipped
95673,136724,BlueDart,2024-05-15,2024-05-19,Delivered
95674,136727,BlueDart,2024-05-14,2024-05-17,Delivered
95675,136729,EcomExpress,2024-03-21,2024-03-25,Delivered
95676,136731,EcomExpress,2024-05-11,2024-05-17,Delivered
95677,136732,EcomExpress,2024-01-30,,Shipped
95678,136733,BlueDart,2025-06-24,,Shipped
95679,136734,BlueDart,2026-01-31,2026-02-02,Delivered
95680,136735,EcomExpress,2026-02-01,2026-02-04,Delivered
95681,136736,FedEx,2026-01-11,2026-01-16,Returned
95682,136737,BlueDart,2024-06-01,2024-06-03,Delivered
95683,136739,FedEx,2024-11-28,2024-12-02,Delivered
95684,136740,Delhivery,2024-11-06,,Shipped
95685,136741,FedEx,2025-10-04,2025-10-06,Delivered
95686,136744,BlueDart,2025-09-06,2025-09-08,Delivered
95687,136745,FedEx,2024-01-21,2024-01-26,Delivered
95688,136746,FedEx,2024-11-22,2024-11-27,Delivered
95689,136747,Delhivery,2025-01-07,2025-01-12,Delivered
95690,136749,EcomExpress,2024-04-10,2024-04-13,Delivered
95691,136751,BlueDart,2025-03-02,2025-03-08,Delivered
95692,136752,FedEx,2024-03-18,2024-03-20,Delivered
95693,136753,Delhivery,2024-01-13,2024-01-16,Delivered
95694,136755,Delhivery,2025-07-13,,Shipped
95695,136756,BlueDart,2025-12-17,2025-12-19,Delivered
95696,136757,EcomExpress,2025-09-14,2025-09-18,Delivered
95697,136759,FedEx,2025-01-08,2025-01-14,Delivered
95698,136761,BlueDart,2024-03-25,2024-03-28,Delivered
95699,136762,FedEx,2024-10-27,2024-10-29,Delivered
95700,136765,EcomExpress,2025-06-03,2025-06-09,Delivered
95701,136766,BlueDart,2024-03-06,,Shipped
95702,136769,Delhivery,2024-11-27,2024-12-03,Delivered
95703,136770,EcomExpress,2025-08-05,2025-08-09,Returned
95704,136771,BlueDart,2026-01-04,2026-01-08,Delivered
95705,136773,EcomExpress,2025-11-27,,Shipped
95706,136776,Delhivery,2025-04-10,2025-04-16,Delivered
95707,136777,FedEx,2024-10-14,2024-10-19,Delivered
95708,136780,BlueDart,2024-07-17,2024-07-20,Delivered
95709,136781,FedEx,2024-12-18,2024-12-20,Delivered
95710,136783,BlueDart,2024-05-28,2024-06-03,Delivered
95711,136784,FedEx,2024-08-12,2024-08-16,Returned
95712,136785,EcomExpress,2025-04-03,,Shipped
95713,136786,Delhivery,2025-10-07,2025-10-10,Delivered
95714,136787,BlueDart,2025-11-28,2025-11-30,Delivered
95715,136788,BlueDart,2024-04-04,2024-04-06,Delivered
95716,136789,Delhivery,2025-02-17,2025-02-19,Delivered
95717,136790,BlueDart,2026-02-25,2026-03-02,Delivered
95718,136791,BlueDart,2024-11-30,2024-12-02,Delivered
95719,136792,FedEx,2025-01-30,2025-02-04,Delivered
95720,136793,EcomExpress,2024-06-24,2024-06-28,Delivered
95721,136795,EcomExpress,2025-03-22,2025-03-27,Delivered
95722,136796,Delhivery,2024-06-09,2024-06-15,Delivered
95723,136797,Delhivery,2024-03-13,2024-03-17,Delivered
95724,136798,BlueDart,2026-01-31,,Shipped
95725,136799,BlueDart,2026-01-20,2026-01-25,Delivered
95726,136800,EcomExpress,2024-12-28,,Shipped
95727,136802,Delhivery,2024-07-28,2024-07-30,Delivered
95728,136803,FedEx,2026-02-27,2026-03-01,Delivered
95729,136804,FedEx,2025-12-29,2025-12-31,Delivered
95730,136805,EcomExpress,2024-01-31,2024-02-02,Delivered
95731,136807,FedEx,2025-08-15,2025-08-18,Delivered
95732,136809,Delhivery,2026-02-12,2026-02-15,Delivered
95733,136810,EcomExpress,2025-04-15,2025-04-21,Delivered
95734,136811,Delhivery,2025-10-01,,Shipped
95735,136813,Delhivery,2025-09-30,,Shipped
95736,136814,BlueDart,2024-06-19,2024-06-24,Delivered
95737,136815,FedEx,2024-02-17,2024-02-19,Delivered
95738,136816,Delhivery,2025-06-05,2025-06-08,Returned
95739,136818,BlueDart,2025-10-21,2025-10-26,Returned
95740,136819,FedEx,2025-08-28,2025-09-02,Delivered
95741,136820,Delhivery,2024-02-15,2024-02-20,Delivered
95742,136821,EcomExpress,2024-01-17,2024-01-19,Delivered
95743,136822,BlueDart,2025-12-01,2025-12-07,Delivered
95744,136823,BlueDart,2025-08-24,2025-08-30,Delivered
95745,136824,Delhivery,2024-07-15,2024-07-21,Delivered
95746,136825,EcomExpress,2024-03-23,2024-03-26,Delivered
95747,136826,BlueDart,2024-09-03,2024-09-05,Delivered
95748,136827,BlueDart,2025-03-17,2025-03-23,Delivered
95749,136828,EcomExpress,2024-03-28,,Shipped
95750,136829,BlueDart,2024-02-19,2024-02-24,Delivered
95751,136830,Delhivery,2024-10-07,2024-10-10,Delivered
95752,136832,EcomExpress,2026-02-21,2026-02-26,Delivered
95753,136833,BlueDart,2024-12-30,2025-01-02,Delivered
95754,136835,Delhivery,2024-02-19,,Shipped
95755,136836,EcomExpress,2025-07-31,2025-08-03,Delivered
95756,136837,Delhivery,2025-10-20,2025-10-25,Delivered
95757,136838,BlueDart,2025-09-01,2025-09-03,Delivered
95758,136839,Delhivery,2024-02-07,2024-02-10,Delivered
95759,136840,Delhivery,2026-01-26,2026-01-31,Delivered
95760,136842,EcomExpress,2025-08-09,2025-08-15,Delivered
95761,136843,FedEx,2026-01-19,2026-01-25,Delivered
95762,136844,FedEx,2024-12-20,2024-12-24,Delivered
95763,136846,EcomExpress,2025-07-11,,Shipped
95764,136847,BlueDart,2025-10-31,2025-11-03,Delivered
95765,136849,FedEx,2025-04-30,,Shipped
95766,136850,Delhivery,2024-06-19,2024-06-24,Delivered
95767,136852,BlueDart,2024-04-07,2024-04-12,Delivered
95768,136853,EcomExpress,2024-11-25,,Shipped
95769,136855,EcomExpress,2025-12-27,2025-12-29,Delivered
