payment_id,order_id,payment_date,payment_mode,amount
138343,145688,2024-07-11,UPI,267295.92
138344,145689,2024-02-28,UPI,18430.1
138345,145691,2024-04-02,Buy Now Pay Later,2335.16
138346,145692,2024-12-11,UPI,23080.28
138347,145693,2025-03-12,Gift Card,9456.52
138348,145694,2025-01-25,Buy Now Pay Later,9058.85
138349,145695,2024-01-31,Wallet,1582.36
138350,145696,2024-11-30,Cash,96999.76
138351,145697,2025-07-25,Buy Now Pay Later,195744.88
138352,145698,2024-07-15,Wallet,90791.25
138353,145699,2025-07-23,EMI,24890.52
138354,145700,2025-03-02,Debit Card,328469.87
138355,145701,2026-02-10,Cash,50504.17
138356,145702,2024-08-10,Buy Now Pay Later,330201.21
138357,145703,2025-07-09,Cash,105123.25
138358,145704,2025-12-24,Gift Card,91150.04
138359,145705,2025-12-08,Net Banking,10661.96
138360,145706,2026-02-13,Credit Card,135330.26
138361,145707,2024-08-29,Debit Card,132012.21
138362,145708,2024-07-20,UPI,59938.52
138363,145709,2024-10-17,Credit Card,34448.36
138364,145710,2026-01-31,Credit Card,10246.02
138365,145711,2025-11-14,Debit Card,231665.72
138366,145712,2025-06-14,Net Banking,4268.67
138367,145713,2025-09-16,UPI,8110.67
138368,145714,2024-11-09,Credit Card,4694.55
138369,145715,2025-06-16,Net Banking,50626.09
138370,145716,2024-06-18,UPI,22451.66
138371,145717,2024-09-21,Credit Card,127674.84
138372,145718,2024-03-20,Gift Card,80711.68
138373,145719,2024-06-08,Gift Card,24138.45
138374,145720,2025-11-01,Wallet,23952.71
138375,145721,2025-08-12,Debit Card,512240.71
138376,145722,2026-01-26,Credit Card,12028.31
138377,145723,2025-11-27,UPI,100497.51
138378,145724,2025-11-21,UPI,20680.28
138379,145725,2026-01-04,Wallet,77214.32
138380,145726,2024-01-09,Net Banking,11424.27
138381,145727,2025-01-11,UPI,15717.79
138382,145728,2026-02-01,UPI,14455.36
138383,145729,2024-12-29,EMI,26755.2
138384,145730,2025-08-13,UPI,4219.94
138385,145731,2026-02-01,Wallet,15955.95
138386,145732,2024-10-06,UPI,60408.61
138387,145733,2025-05-10,Wallet,14697.84
138388,145734,2026-02-20,Cash,82681.85
138389,145735,2025-10-30,Gift Card,19391.54
138390,145736,2025-02-07,UPI,92607.91
138391,145737,2024-01-22,Gift Card,5001.98
138392,145738,2026-01-29,Gift Card,119400.76
138393,145739,2025-09-12,Gift Card,347443.62
138394,145741,2025-03-08,Debit Card,23267.55
138395,145742,2024-05-07,EMI,22485.52
138396,145743,2025-01-07,Net Banking,1765.65
138397,145744,2024-10-16,Credit Card,58196.91
138398,145745,2024-09-19,Debit Card,5027.37
138399,145746,2025-08-13,Debit Card,27617.71
138400,145747,2024-10-16,UPI,303713.99
138401,145748,2024-09-12,UPI,2474.72
138402,145749,2026-01-13,Credit Card,26633.48
138403,145750,2024-08-05,Wallet,5542.4
138404,145752,2025-02-06,Gift Card,1767.27
138405,145753,2025-03-18,Wallet,265843.16
138406,145754,2026-02-04,UPI,28238.38
138407,145755,2024-02-06,UPI,29872.89
138408,145756,2025-04-26,Gift Card,401081.17
138409,145757,2025-08-08,Wallet,69815.68
138410,145758,2024-08-04,Cash,42046.27
138411,145759,2024-07-17,Credit Card,87128.75
138412,145760,2025-01-10,EMI,164652.85
138413,145761,2025-09-05,EMI,3273.34
138414,145762,2024-06-24,EMI,108534.99
138415,145763,2025-12-07,Debit Card,11142.94
138416,145765,2025-04-27,Buy Now Pay Later,129719.33
138417,145766,2026-01-25,Cash,3566.0
138418,145767,2025-11-24,EMI,14449.3
138419,145768,2025-11-08,Gift Card,69033.69
138420,145769,2024-12-19,Gift Card,902.3
138421,145770,2024-02-23,Credit Card,136034.33
138422,145771,2025-10-04,EMI,137769.61
138423,145772,2026-02-24,Net Banking,144642.27
138424,145773,2025-11-21,Buy Now Pay Later,29712.2
138425,145774,2025-12-26,Gift Card,13347.61
138426,145775,2024-09-09,Net Banking,10533.81
138427,145776,2025-10-24,Net Banking,26482.81
138428,145777,2025-01-09,UPI,81153.92
138429,145778,2026-02-18,Cash,82055.39
138430,145779,2025-10-13,EMI,48272.49
138431,145780,2024-08-07,EMI,41956.11
138432,145781,2025-04-23,Debit Card,33916.0
138433,145782,2025-07-05,Wallet,153513.61
138434,145783,2025-10-17,Debit Card,14911.17
138435,145784,2024-03-01,Credit Card,121355.18
138436,145785,2024-03-19,Gift Card,80697.08
138437,145786,2025-08-27,Credit Card,63806.15
138438,145787,2024-11-27,Debit Card,262410.16
138439,145788,2024-05-03,Debit Card,42995.68
138440,145789,2024-07-12,Buy Now Pay Later,44161.85
138441,145790,2024-04-05,Cash,32749.08
138442,145791,2024-08-28,Cash,109003.93
138443,145792,2026-01-07,UPI,19518.02
138444,145793,2024-09-24,Cash,321027.93
138445,145794,2024-04-07,Buy Now Pay Later,2550.91
138446,145795,2025-03-13,Net Banking,141591.63
138447,145796,2024-10-21,Buy Now Pay Later,44730.67
138448,145797,2024-05-26,UPI,5798.5
138449,145798,2025-10-22,EMI,1730.61
138450,145799,2024-04-02,EMI,76598.46
138451,145800,2024-05-26,UPI,1852.41
138452,145801,2024-05-02,UPI,11181.38
138453,145802,2025-05-14,Debit Card,6434.0
138454,145803,2024-12-29,Debit Card,17649.73
138455,145804,2024-10-29,EMI,14220.4
138456,145805,2025-10-22,EMI,124342.77
138457,145806,2024-07-31,Wallet,54912.32
138458,145807,2025-10-11,UPI,11876.74
138459,145808,2024-04-25,Debit Card,115388.48
138460,145809,2024-05-07,Cash,284685.59
138461,145810,2025-04-30,Buy Now Pay Later,416308.82
138462,145811,2025-04-15,UPI,354732.83
138463,145812,2025-06-15,Gift Card,10309.6
138464,145813,2024-11-19,Wallet,4031.85
138465,145814,2025-02-28,Cash,33919.65
138466,145815,2025-05-26,Credit Card,13087.39
138467,145816,2024-05-24,Credit Card,4082.58
138468,145817,2024-06-23,UPI,4463.37
138469,145818,2024-04-04,Cash,67581.74
138470,145819,2024-01-30,Cash,4802.8
138471,145820,2024-01-30,EMI,15485.8
138472,145821,2024-08-20,Buy Now Pay Later,2307.53
138473,145822,2024-08-03,Credit Card,93725.24
138474,145823,2024-06-27,Cash,9909.43
138475,145824,2025-05-25,Net Banking,3211.27
138476,145825,2025-05-11,EMI,35701.84
138477,145826,2024-04-27,Buy Now Pay Later,52436.64
138478,145827,2025-10-15,Wallet,238243.58
138479,145828,2026-02-08,Credit Card,17509.7
138480,145829,2025-05-22,Wallet,21691.32
138481,145830,2025-11-23,Credit Card,16575.04
138482,145831,2024-05-17,Buy Now Pay Later,469691.1
138483,145832,2024-10-26,Buy Now Pay Later,115601.72
138484,145833,2025-05-30,UPI,19667.78
138485,145835,2024-05-02,UPI,10097.77
138486,145836,2024-10-13,EMI,44468.53
138487,145837,2025-08-04,Gift Card,53858.25
138488,145838,2026-02-04,Buy Now Pay Later,20999.55
138489,145842,2024-06-06,Credit Card,88409.59
138490,145843,2024-07-29,Wallet,27230.98
138491,145844,2024-10-25,UPI,31263.81
138492,145845,2025-11-04,Buy Now Pay Later,18234.62
138493,145846,2025-05-08,Cash,29693.74
138494,145847,2024-05-02,Wallet,161745.42
138495,145848,2024-12-01,UPI,90420.84
138496,145849,2026-01-15,Debit Card,31016.61
138497,145850,2025-09-07,Wallet,36793.38
138498,145851,2025-12-26,Wallet,286453.26
138499,145852,2025-03-12,Credit Card,16059.67
138500,145853,2024-10-12,Buy Now Pay Later,118652.1
138501,145854,2024-07-01,Gift Card,20002.48
138502,145855,2024-09-05,Credit Card,18872.43
138503,145856,2025-05-24,Cash,341018.51
138504,145857,2025-08-04,EMI,264560.76
138505,145858,2025-12-08,Credit Card,152504.82
138506,145859,2026-02-11,UPI,103601.16
138507,145860,2025-08-10,EMI,12239.03
138508,145861,2024-06-18,Debit Card,31708.07
138509,145862,2024-01-02,Gift Card,6720.94
138510,145863,2024-08-29,Buy Now Pay Later,46733.28
138511,145864,2026-01-20,Debit Card,3271.92
138512,145865,2024-01-16,Gift Card,297805.3
138513,145866,2025-11-16,UPI,44622.32
138514,145867,2024-07-05,EMI,519291.73
138515,145868,2024-05-23,EMI,6771.45
138516,145870,2024-01-28,Buy Now Pay Later,14215.11
138517,145871,2024-06-14,Credit Card,10918.17
138518,145872,2025-04-29,Debit Card,6813.15
138519,145873,2025-08-26,UPI,277614.15
138520,145874,2024-03-28,Cash,72945.86
138521,145875,2024-10-26,EMI,47003.7
138522,145876,2025-01-24,Debit Card,310270.08
138523,145877,2025-06-15,EMI,41443.56
138524,145878,2026-01-28,Gift Card,8822.55
138525,145879,2024-03-01,Gift Card,31157.55
138526,145880,2026-01-09,Wallet,27728.2
138527,145881,2025-09-20,UPI,12219.33
138528,145882,2025-02-25,Buy Now Pay Later,2464.51
138529,145883,2024-05-01,Cash,32529.04
138530,145884,2024-03-03,Wallet,4524.18
138531,145885,2024-04-29,Wallet,75885.9
138532,145886,2024-11-25,Debit Card,9106.6
138533,145887,2024-01-24,Net Banking,238646.56
138534,145888,2024-11-21,Buy Now Pay Later,191510.65
138535,145889,2024-03-15,Wallet,312751.04
138536,145890,2024-09-30,Net Banking,7479.76
138537,145891,2025-06-11,Wallet,68759.0
138538,145892,2025-03-24,Debit Card,74670.94
138539,145894,2026-01-21,EMI,154995.86
138540,145895,2025-06-03,Credit Card,18390.35
138541,145896,2024-02-22,Wallet,95038.49
138542,145897,2024-08-01,Credit Card,16949.32
138543,145898,2024-04-08,EMI,27937.12
138544,145899,2024-06-13,Gift Card,5219.94
138545,145900,2025-06-09,EMI,9847.83
138546,145901,2025-10-23,Debit Card,211296.89
138547,145902,2025-02-15,UPI,40456.22
138548,145904,2025-04-01,Cash,55656.05
138549,145905,2025-06-29,Buy Now Pay Later,60797.14
138550,145906,2024-12-25,Gift Card,224926.66
138551,145907,2025-02-22,Debit Card,84176.34
138552,145908,2024-01-10,Buy Now Pay Later,16219.38
138553,145910,2025-06-06,Buy Now Pay Later,93188.21
138554,145911,2024-05-08,UPI,23368.24
138555,145912,2025-09-23,Cash,126127.69
138556,145913,2025-06-04,Net Banking,23838.51
138557,145914,2026-02-24,Gift Card,25697.59
138558,145915,2024-04-23,EMI,18361.24
138559,145916,2024-04-24,Credit Card,22994.64
138560,145917,2024-04-11,Wallet,3360.21
138561,145918,2025-07-29,Credit Card,3228.84
138562,145919,2024-04-04,UPI,133643.43
138563,145921,2024-02-14,Cash,55030.51
138564,145922,2025-08-29,Buy Now Pay Later,31882.62
138565,145923,2025-04-29,Credit Card,1372.27
138566,145927,2026-01-30,Debit Card,2383.16
138567,145928,2025-05-16,Net Banking,17531.91
138568,145929,2024-01-19,UPI,571445.43
138569,145930,2024-03-20,Cash,70982.32
138570,145931,2024-11-14,Net Banking,16446.85
138571,145932,2024-05-12,UPI,4866.25
138572,145933,2025-10-27,Net Banking,15439.47
138573,145934,2024-04-13,Wallet,45052.31
138574,145935,2024-10-28,Credit Card,35704.06
138575,145936,2024-05-23,UPI,10464.67
138576,145937,2024-04-21,UPI,109520.14
138577,145938,2025-07-23,UPI,420468.62
138578,145939,2024-02-19,Debit Card,58568.67
138579,145940,2024-05-15,Net Banking,31511.61
138580,145941,2025-10-27,Wallet,105893.22
138581,145942,2024-01-27,EMI,8457.14
138582,145943,2024-05-11,Net Banking,13825.89
138583,145944,2024-08-05,UPI,4266.76
138584,145945,2024-07-02,Net Banking,283112.12
138585,145946,2025-08-14,Cash,13138.44
138586,145947,2024-04-22,UPI,13779.24
138587,145948,2025-05-18,UPI,11555.61
138588,145949,2026-01-31,UPI,56590.38
138589,145950,2025-01-30,Net Banking,97815.32
138590,145951,2025-04-17,UPI,11184.21
138591,145952,2024-09-07,Cash,40331.42
138592,145953,2024-04-14,Cash,80147.94
138593,145954,2025-02-21,Buy Now Pay Later,6559.06
138594,145955,2026-02-21,Credit Card,1044.85
138595,145956,2025-08-01,Buy Now Pay Later,21449.84
138596,145957,2025-06-11,Gift Card,142036.27
138597,145958,2025-10-06,Debit Card,15469.31
138598,145959,2025-05-09,Net Banking,50903.1
138599,145961,2026-01-04,Debit Card,9436.22
138600,145962,2024-04-14,EMI,136404.63
138601,145963,2025-03-26,Cash,28635.03
138602,145964,2024-10-26,Cash,481.32
138603,145965,2025-03-05,Net Banking,31835.77
138604,145966,2025-09-05,Cash,306513.3
138605,145967,2025-02-11,UPI,12754.71
138606,145968,2024-08-20,Debit Card,14064.03
138607,145969,2025-12-10,Wallet,88640.38
138608,145970,2025-08-07,EMI,77204.57
138609,145971,2024-11-07,UPI,3579.88
138610,145972,2025-08-23,Credit Card,147739.06
138611,145973,2024-12-20,Wallet,30718.88
138612,145974,2026-01-30,Buy Now Pay Later,1102.38
138613,145975,2026-01-01,Debit Card,107161.96
138614,145976,2024-01-27,Wallet,38366.99
138615,145977,2025-07-24,Buy Now Pay Later,36222.04
138616,145978,2024-07-29,Buy Now Pay Later,104773.33
138617,145979,2025-10-11,UPI,15174.09
138618,145980,2025-02-07,Cash,114.38
138619,145981,2024-12-17,Debit Card,29903.37
138620,145982,2026-02-26,Buy Now Pay Later,5721.15
138621,145983,2025-02-24,UPI,49617.06
138622,145984,2024-05-09,UPI,41726.89
138623,145986,2025-11-05,Credit Card,142900.68
138624,145987,2024-12-13,EMI,112385.65
138625,145988,2024-07-10,UPI,154267.6
138626,145989,2024-12-13,Gift Card,458348.54
138627,145990,2024-04-25,UPI,5056.95
138628,145991,2026-02-24,Cash,57902.0
138629,145992,2025-10-05,EMI,55495.09
138630,145993,2024-08-19,EMI,297327.03
138631,145994,2025-05-03,EMI,70872.35
138632,145995,2024-05-18,Gift Card,7091.18
138633,145996,2024-12-22,Cash,263852.06
138634,145998,2025-10-17,Net Banking,240839.43
138635,145999,2024-05-27,Debit Card,54201.38
138636,146000,2024-03-17,UPI,138526.74
138637,146001,2024-04-18,Wallet,98629.38
138638,146002,2024-01-25,Debit Card,93930.77
138639,146003,2024-10-23,Net Banking,7472.97
138640,146004,2026-01-06,EMI,47720.16
138641,146005,2025-02-18,Buy Now Pay Later,5902.87
138642,146006,2024-06-16,Buy Now Pay Later,35279.11
138643,146007,2025-07-16,EMI,87722.49
138644,146008,2025-06-23,Wallet,23338.37
138645,146009,2024-07-14,Credit Card,381.48
138646,146010,2025-05-14,Cash,18498.38
138647,146011,2024-02-24,Buy Now Pay Later,164028.46
138648,146012,2024-03-15,Gift Card,112162.95
138649,146013,2025-04-11,Gift Card,54111.59
138650,146014,2024-03-03,Wallet,6550.91
138651,146015,2025-03-21,Net Banking,54122.76
138652,146016,2026-02-26,EMI,134898.54
138653,146017,2024-03-21,Gift Card,117306.38
138654,146018,2025-03-11,UPI,60784.11
138655,146019,2026-01-01,Credit Card,179344.12
138656,146020,2024-08-31,UPI,7081.79
138657,146021,2024-10-07,Buy Now Pay Later,48934.38
138658,146022,2024-08-21,Buy Now Pay Later,2286.38
138659,146023,2024-01-06,Net Banking,4274.0
138660,146024,2024-08-22,Debit Card,43820.15
138661,146026,2024-01-02,Cash,5872.2
138662,146027,2024-06-30,Debit Card,32722.09
138663,146028,2024-02-04,Gift Card,113864.3
138664,146029,2024-06-29,EMI,160985.65
138665,146030,2025-05-06,Debit Card,49042.75
138666,146031,2026-01-22,Buy Now Pay Later,405221.44
138667,146032,2024-11-11,Debit Card,3120.25
138668,146033,2025-09-04,Credit Card,2485.18
138669,146034,2025-01-18,Net Banking,552.74
138670,146035,2024-04-28,Gift Card,37807.53
138671,146036,2025-03-23,Wallet,113101.31
138672,146037,2025-09-27,EMI,46913.24
138673,146038,2025-11-25,Debit Card,417.76
138674,146039,2024-05-03,Buy Now Pay Later,28831.27
138675,146040,2024-12-09,Credit Card,60862.58
138676,146041,2025-01-15,Credit Card,34344.33
138677,146042,2025-07-18,Wallet,5287.09
138678,146043,2025-02-14,EMI,1841.44
138679,146044,2024-02-02,Cash,48208.92
138680,146045,2025-09-27,UPI,79074.48
138681,146046,2025-06-24,Buy Now Pay Later,74138.75
138682,146047,2024-09-12,UPI,94697.34
138683,146048,2024-12-07,Gift Card,179330.43
138684,146049,2025-01-31,Credit Card,107213.91
138685,146050,2024-06-17,Gift Card,147506.36
138686,146051,2024-05-15,Gift Card,4795.97
138687,146052,2025-08-19,Gift Card,8330.27
138688,146053,2024-03-08,Credit Card,13507.76
138689,146054,2024-12-12,Buy Now Pay Later,38149.51
138690,146055,2024-03-10,Cash,14682.49
138691,146056,2024-11-18,EMI,231665.33
138692,146057,2025-08-11,Gift Card,42616.58
138693,146058,2025-12-31,Gift Card,32480.72
138694,146059,2024-03-13,Debit Card,13054.94
138695,146062,2024-07-19,Net Banking,26387.84
138696,146063,2024-10-17,Buy Now Pay Later,99749.79
138697,146064,2024-12-16,Gift Card,66788.86
138698,146065,2024-05-01,Debit Card,40304.4
138699,146066,2025-11-21,EMI,78224.29
138700,146067,2025-02-27,Net Banking,9110.84
138701,146068,2025-05-08,Gift Card,3829.51
138702,146069,2024-07-07,Credit Card,33368.64
138703,146070,2024-10-03,EMI,677.67
138704,146071,2024-04-07,Buy Now Pay Later,62386.13
138705,146072,2024-02-23,Buy Now Pay Later,7673.08
138706,146073,2025-01-09,UPI,8081.48
138707,146074,2025-03-06,Wallet,336885.15
138708,146075,2024-03-16,Gift Card,71049.5
138709,146076,2024-05-09,Debit Card,63783.13
138710,146077,2024-03-22,Debit Card,1894.5
138711,146078,2024-10-19,Cash,8347.5
138712,146079,2024-09-17,Wallet,15078.95
138713,146080,2026-01-27,Buy Now Pay Later,196672.02
138714,146081,2025-05-14,Net Banking,182230.96
138715,146082,2025-11-07,Credit Card,170303.7
138716,146083,2024-02-22,Gift Card,349720.13
138717,146084,2026-01-08,Net Banking,16348.48
138718,146085,2024-10-16,Gift Card,540149.07
138719,146086,2025-07-21,Net Banking,3351.66
138720,146087,2024-02-20,Debit Card,113064.85
138721,146088,2025-09-07,Gift Card,7845.13
138722,146089,2024-01-14,UPI,281027.95
138723,146090,2024-12-17,Gift Card,8928.88
138724,146091,2025-03-24,Gift Card,17947.42
138725,146092,2026-01-12,Cash,366830.33
138726,146093,2025-03-14,UPI,27715.77
138727,146094,2024-07-28,EMI,353594.25
138728,146095,2024-02-29,Debit Card,3888.3
138729,146096,2025-01-19,Wallet,110774.53
138730,146097,2025-12-14,UPI,222380.26
138731,146098,2024-12-19,Buy Now Pay Later,7669.86
138732,146099,2025-07-13,Cash,76381.47
138733,146100,2024-02-27,Net Banking,2249.34
138734,146101,2025-09-27,EMI,8063.49
138735,146103,2024-04-10,Debit Card,17796.01
138736,146104,2024-04-30,Credit Card,40000.56
138737,146105,2025-03-23,Net Banking,1025.22
138738,146106,2025-06-19,Gift Card,18370.73
138739,146107,2024-03-10,Cash,94817.18
138740,146108,2025-05-28,EMI,28356.09
138741,146109,2025-04-17,Wallet,110995.68
138742,146110,2026-02-22,Gift Card,26186.89
138743,146111,2024-12-17,Net Banking,107996.49
138744,146112,2026-01-27,EMI,2337.46
138745,146113,2025-10-31,Wallet,33496.21
138746,146114,2025-04-21,Buy Now Pay Later,6780.38
138747,146115,2025-09-24,Credit Card,124362.55
138748,146116,2024-04-27,Buy Now Pay Later,5123.32
138749,146117,2024-07-14,Net Banking,1238.1
138750,146118,2025-10-30,Buy Now Pay Later,51821.74
138751,146119,2025-03-17,UPI,14043.96
138752,146120,2024-07-30,Gift Card,1272.9
138753,146121,2024-01-19,Gift Card,33033.54
138754,146122,2024-01-14,Wallet,27769.48
138755,146123,2024-06-09,Buy Now Pay Later,32929.74
138756,146124,2024-02-04,Wallet,63983.41
138757,146125,2025-02-10,EMI,68835.76
138758,146126,2024-07-01,Wallet,29042.37
138759,146127,2025-05-08,Gift Card,52814.09
138760,146128,2025-11-04,EMI,98950.18
138761,146129,2024-10-25,EMI,129444.05
138762,146130,2024-05-23,Net Banking,3945.15
138763,146131,2024-10-04,Wallet,11978.84
138764,146132,2024-04-14,Credit Card,129010.47
138765,146133,2025-06-16,Gift Card,25215.84
138766,146134,2024-05-29,Credit Card,13520.32
138767,146135,2024-10-13,EMI,9582.57
138768,146136,2025-11-20,Net Banking,132110.46
138769,146137,2024-01-19,Debit Card,3716.62
138770,146138,2025-08-13,Buy Now Pay Later,30609.15
138771,146140,2025-12-07,Gift Card,26747.77
138772,146141,2024-06-22,Credit Card,4400.34
138773,146142,2025-05-25,UPI,141470.84
138774,146143,2025-09-21,Wallet,18705.72
138775,146144,2025-11-16,Net Banking,132264.29
138776,146145,2024-11-26,EMI,2297.75
138777,146146,2024-05-04,Cash,102218.08
138778,146147,2025-04-18,Buy Now Pay Later,2028.06
138779,146148,2025-11-29,Wallet,16850.78
138780,146149,2025-01-26,Cash,22956.09
138781,146150,2025-03-07,Net Banking,7638.86
138782,146151,2025-02-13,Debit Card,38885.52
138783,146152,2025-08-31,Cash,3301.76
138784,146153,2024-06-29,Gift Card,7772.15
138785,146154,2025-12-25,Buy Now Pay Later,280363.07
138786,146155,2025-07-13,Gift Card,237440.55
138787,146156,2026-02-04,Buy Now Pay Later,5267.39
138788,146157,2025-04-11,Wallet,209149.75
138789,146158,2024-12-29,Cash,11435.91
138790,146159,2025-04-24,Buy Now Pay Later,19471.59
138791,146160,2024-02-23,Cash,95075.49
138792,146161,2024-05-13,Cash,354279.21
138793,146162,2025-07-29,Gift Card,240028.55
138794,146163,2025-10-18,Debit Card,1833.99
138795,146164,2025-03-03,Wallet,151546.45
138796,146165,2025-10-07,EMI,28361.85
138797,146166,2024-05-16,Gift Card,11880.53
138798,146167,2025-02-28,Wallet,19557.17
138799,146168,2025-03-09,Cash,27650.51
138800,146169,2024-10-04,Cash,10994.42
138801,146170,2024-04-08,EMI,48271.57
138802,146171,2025-04-23,Buy Now Pay Later,19174.32
138803,146172,2025-09-18,Net Banking,174146.72
138804,146173,2025-01-13,Debit Card,44255.44
138805,146174,2024-11-28,Debit Card,16378.35
138806,146175,2025-03-26,Debit Card,55053.38
138807,146176,2024-09-22,Cash,3365.59
138808,146177,2024-12-05,UPI,13778.63
138809,146178,2024-08-12,Buy Now Pay Later,39473.37
138810,146179,2025-06-15,EMI,6457.47
138811,146180,2024-09-05,Credit Card,22243.75
138812,146181,2024-07-26,Cash,27528.1
138813,146182,2024-07-28,Cash,1339.0
138814,146183,2025-05-16,Credit Card,163230.4
138815,146184,2025-04-20,Credit Card,93772.94
138816,146185,2024-03-09,Net Banking,1259.46
138817,146186,2024-08-27,Credit Card,52873.17
138818,146187,2024-12-31,Wallet,23861.86
138819,146188,2025-11-27,Debit Card,152946.51
138820,146189,2025-04-24,Wallet,2747.55
138821,146190,2024-10-12,Cash,205412.76
138822,146191,2024-10-24,Wallet,55447.9
138823,146192,2024-02-06,Cash,57140.12
138824,146193,2024-05-19,EMI,16886.43
138825,146194,2025-08-18,Gift Card,83486.91
138826,146195,2025-07-16,Gift Card,27772.12
138827,146196,2024-12-06,Gift Card,289571.41
138828,146197,2024-03-30,Debit Card,25916.25
138829,146198,2025-08-26,Gift Card,35463.08
138830,146199,2024-01-13,Debit Card,153958.44
138831,146200,2025-03-24,Debit Card,16930.92
138832,146201,2024-12-05,EMI,12672.68
138833,146202,2026-01-12,UPI,16745.39
138834,146203,2024-04-07,UPI,120755.35
138835,146204,2025-07-22,UPI,95899.96
138836,146205,2024-04-21,Cash,14338.53
138837,146206,2025-09-09,Wallet,286860.64
138838,146207,2024-04-07,UPI,6085.98
138839,146208,2024-01-10,Wallet,17343.96
138840,146209,2024-08-21,Credit Card,679.51
138841,146210,2024-07-06,Wallet,4908.17
138842,146211,2024-10-22,Gift Card,96275.03
138843,146212,2025-12-17,Net Banking,19824.74
138844,146213,2025-09-22,Wallet,3268.25
138845,146214,2024-05-15,Credit Card,40696.18
138846,146215,2024-09-09,Wallet,419963.47
138847,146216,2025-06-20,Credit Card,151094.23
138848,146217,2024-04-18,EMI,69916.23
138849,146218,2024-01-04,Cash,52.74
138850,146219,2024-03-13,UPI,12715.6
138851,146220,2024-08-06,Net Banking,23185.88
138852,146221,2025-01-15,Credit Card,6352.56
138853,146222,2024-08-30,Wallet,88187.21
138854,146223,2024-05-25,Cash,97075.03
138855,146224,2025-05-02,Buy Now Pay Later,98744.62
138856,146225,2025-12-26,Credit Card,16285.42
138857,146226,2024-11-30,EMI,2366.52
138858,146227,2024-05-31,Gift Card,272568.0
138859,146228,2025-01-01,Wallet,20168.32
138860,146229,2025-04-28,Cash,72758.11
138861,146230,2024-05-09,EMI,17954.89
138862,146231,2025-07-23,Gift Card,78325.53
138863,146232,2025-05-19,Credit Card,340084.35
138864,146233,2024-09-02,Debit Card,5618.88
138865,146234,2025-03-03,Wallet,113168.42
138866,146235,2024-11-09,Wallet,43513.59
138867,146236,2026-01-07,Cash,39023.24
138868,146237,2025-04-22,UPI,38386.72
138869,146238,2025-10-11,Credit Card,22452.23
138870,146239,2024-07-02,Credit Card,228584.85
138871,146240,2024-10-05,Net Banking,4907.1
138872,146241,2024-02-09,Gift Card,56604.59
138873,146244,2025-09-08,EMI,74204.78
138874,146245,2025-07-06,Buy Now Pay Later,108782.38
138875,146246,2024-12-21,Buy Now Pay Later,26982.13
138876,146247,2025-11-28,Cash,46168.92
138877,146248,2024-05-07,Debit Card,24291.91
138878,146249,2025-12-30,EMI,24809.39
138879,146250,2024-11-18,Cash,102611.61
138880,146251,2024-12-07,Net Banking,13538.48
138881,146252,2024-01-06,Wallet,7544.13
138882,146253,2025-01-29,Credit Card,668.08
138883,146254,2026-02-11,Cash,17149.52
138884,146255,2024-05-13,Debit Card,69712.06
138885,146256,2025-02-02,Buy Now Pay Later,12891.5
138886,146257,2025-11-30,Gift Card,49344.28
138887,146258,2024-12-03,Credit Card,195493.32
138888,146260,2026-01-03,Wallet,109745.84
138889,146262,2024-07-25,Net Banking,143913.82
138890,146263,2024-10-01,Credit Card,25877.9
138891,146264,2025-10-19,UPI,39094.55
138892,146265,2024-11-26,Wallet,10429.7
138893,146266,2025-06-29,UPI,11219.04
138894,146267,2024-12-21,UPI,129759.32
138895,146268,2025-01-14,UPI,4627.08
138896,146269,2025-01-22,Debit Card,23164.24
138897,146270,2024-04-02,Wallet,25842.15
138898,146271,2024-04-09,UPI,24705.09
138899,146272,2025-01-05,Wallet,78632.47
138900,146273,2024-01-22,Wallet,193418.31
138901,146274,2025-08-16,Debit Card,21293.46
138902,146275,2024-08-02,Credit Card,92621.34
138903,146276,2025-10-12,Wallet,18622.28
138904,146277,2024-10-03,Wallet,12777.52
138905,146278,2025-02-27,UPI,59311.44
138906,146279,2024-10-18,Net Banking,14955.47
138907,146280,2024-03-12,Wallet,437895.65
138908,146281,2025-05-12,Buy Now Pay Later,40309.3
138909,146282,2024-08-18,Wallet,4719.94
138910,146283,2025-03-03,EMI,157665.99
138911,146284,2025-10-20,Cash,2502.23
138912,146285,2025-03-11,Buy Now Pay Later,50142.95
138913,146286,2025-11-06,Cash,315539.29
138914,146288,2025-01-23,EMI,367925.21
138915,146289,2024-01-29,UPI,14878.16
138916,146290,2024-10-21,Gift Card,508173.08
138917,146291,2024-05-08,Credit Card,151691.59
138918,146292,2024-09-15,UPI,91438.46
138919,146293,2025-05-03,UPI,32253.64
138920,146294,2025-05-30,EMI,15652.97
138921,146295,2024-04-05,Net Banking,1221.55
138922,146296,2025-06-08,Net Banking,87747.98
138923,146297,2025-08-26,Buy Now Pay Later,19072.19
138924,146298,2025-10-26,Credit Card,42544.78
138925,146299,2025-07-08,Buy Now Pay Later,318.15
138926,146300,2025-05-04,Net Banking,29138.42
138927,146301,2025-12-23,Gift Card,8137.39
138928,146302,2025-02-10,Debit Card,4720.65
138929,146303,2025-09-03,Debit Card,3738.54
138930,146304,2024-05-08,EMI,206139.83
138931,146305,2025-04-14,Cash,78528.51
